index,id,subscriber_id,source,source_id,delivered_time,website_id
14809,204565,10591,event_subscription,9448,2017-09-08 21:34:34.555364+00:00,673
14807,204595,10584,event_subscription,9460,2017-09-08 21:38:13.206539+00:00,673
14828,198102,9908,event_subscription,9165,2017-09-08 21:51:36.690902+00:00,673
14808,204592,10164,event_subscription,9268,2017-09-09 00:33:29.503880+00:00,673
2184,204625,10200,event_subscription,9290,2017-09-09 00:40:08.116131+00:00,673
14815,204543,10099,event_subscription,9237,2017-09-09 04:00:37.527336+00:00,673
2182,208493,10265,event_subscription,9305,2017-09-09 05:29:25.312425+00:00,673
2180,212405,10937,event_subscription,9571,2017-09-09 14:15:33.040493+00:00,673
2181,212397,10453,event_subscription,9401,2017-09-09 14:16:44.660474+00:00,673
2179,212408,10944,event_subscription,9577,2017-09-09 14:23:00.928813+00:00,673
2177,212414,10969,event_subscription,9583,2017-09-09 15:55:41.220898+00:00,673
2176,212415,10944,event_subscription,9578,2017-09-09 16:03:04.059295+00:00,673
2166,212435,10733,campaign,938,2017-09-09 16:31:14.023650+00:00,673
2169,212427,10915,campaign,938,2017-09-09 16:31:14.115442+00:00,673
2174,212419,10969,campaign,938,2017-09-09 16:31:14.405146+00:00,673
2161,212441,10693,campaign,938,2017-09-09 16:31:15.251885+00:00,673
2159,212443,10674,campaign,938,2017-09-09 16:31:15.487005+00:00,673
2175,212417,10992,campaign,938,2017-09-09 16:31:15.517189+00:00,673
2157,212446,10666,campaign,938,2017-09-09 16:31:16.012543+00:00,673
2164,212438,10699,campaign,938,2017-09-09 16:31:16.017660+00:00,673
2143,212465,10569,campaign,938,2017-09-09 16:31:16.115791+00:00,673
2141,212469,10552,campaign,938,2017-09-09 16:31:16.590476+00:00,673
2148,212458,10591,campaign,938,2017-09-09 16:31:16.699916+00:00,673
2170,212426,10916,campaign,938,2017-09-09 16:31:16.989823+00:00,673
2151,212455,10605,campaign,938,2017-09-09 16:31:17.198442+00:00,673
2137,212475,10512,campaign,938,2017-09-09 16:31:17.545128+00:00,673
2144,212463,10576,campaign,938,2017-09-09 16:31:17.822168+00:00,673
2126,212493,10377,campaign,938,2017-09-09 16:31:18.214227+00:00,673
2138,212473,10537,campaign,938,2017-09-09 16:31:18.260726+00:00,673
2142,212466,10566,campaign,938,2017-09-09 16:31:18.320521+00:00,673
2118,212508,10206,campaign,938,2017-09-09 16:31:19.158015+00:00,673
2130,212488,10412,campaign,938,2017-09-09 16:31:19.615963+00:00,673
2128,212490,10400,campaign,938,2017-09-09 16:31:19.855746+00:00,673
2145,212462,10584,campaign,938,2017-09-09 16:31:19.881814+00:00,673
2113,212523,10165,campaign,938,2017-09-09 16:31:20.205014+00:00,673
2134,212479,10483,campaign,938,2017-09-09 16:31:20.857780+00:00,673
2106,212532,10141,campaign,938,2017-09-09 16:31:20.894031+00:00,673
2121,212505,10222,campaign,938,2017-09-09 16:31:20.963149+00:00,673
2122,212503,10229,campaign,938,2017-09-09 16:31:20.981960+00:00,673
2108,212528,10155,campaign,938,2017-09-09 16:31:21.458985+00:00,673
2114,212522,10168,campaign,938,2017-09-09 16:31:21.714265+00:00,673
2139,212472,10546,campaign,938,2017-09-09 16:31:22.684428+00:00,673
2097,212551,10065,campaign,938,2017-09-09 16:31:22.850348+00:00,673
2150,212456,10596,campaign,938,2017-09-09 16:31:23.494785+00:00,673
2095,212556,10052,campaign,938,2017-09-09 16:31:23.561487+00:00,673
2096,212553,10058,campaign,938,2017-09-09 16:31:23.605568+00:00,673
2091,212560,10042,campaign,938,2017-09-09 16:31:23.658700+00:00,673
2124,212498,10265,campaign,938,2017-09-09 16:31:23.665945+00:00,673
2090,212561,10034,campaign,938,2017-09-09 16:31:23.703975+00:00,673
2173,212420,10956,campaign,938,2017-09-09 16:31:23.843930+00:00,673
2086,212569,9986,campaign,938,2017-09-09 16:31:23.902456+00:00,673
2068,212609,9732,campaign,938,2017-09-09 16:31:24.725811+00:00,673
2093,212558,10047,campaign,938,2017-09-09 16:31:24.768417+00:00,673
2115,212518,10181,campaign,938,2017-09-09 16:31:24.820417+00:00,673
2066,212612,9739,campaign,938,2017-09-09 16:31:24.835605+00:00,673
2070,212602,9770,campaign,938,2017-09-09 16:31:24.867576+00:00,673
2063,212616,9733,campaign,938,2017-09-09 16:31:24.884509+00:00,673
2085,212571,9976,campaign,938,2017-09-09 16:31:24.900764+00:00,673
2119,212507,10212,campaign,938,2017-09-09 16:31:25.176174+00:00,673
2077,212589,9876,campaign,938,2017-09-09 16:31:25.734569+00:00,673
2073,212598,9796,campaign,938,2017-09-09 16:31:25.777842+00:00,673
2084,212572,9974,campaign,938,2017-09-09 16:31:25.944684+00:00,673
2078,212587,9906,campaign,938,2017-09-09 16:31:26.036334+00:00,673
2072,212600,9783,campaign,938,2017-09-09 16:31:26.518029+00:00,673
2088,212565,10010,campaign,938,2017-09-09 16:31:26.533266+00:00,673
2083,212576,9957,campaign,938,2017-09-09 16:31:26.602315+00:00,673
2060,212623,9716,campaign,938,2017-09-09 16:31:27.266437+00:00,673
2111,212525,10162,campaign,938,2017-09-09 16:31:27.534679+00:00,673
2087,212568,9987,campaign,938,2017-09-09 16:31:28.097868+00:00,673
2061,212621,9723,campaign,938,2017-09-09 16:31:29.100353+00:00,673
2081,212579,9947,campaign,938,2017-09-09 16:31:29.777587+00:00,673
2102,212544,10105,campaign,938,2017-09-09 16:31:29.852195+00:00,673
2127,212492,10382,campaign,938,2017-09-09 16:31:33.456279+00:00,673
2104,212535,10135,campaign,938,2017-09-09 16:31:33.495467+00:00,673
2168,212428,10907,campaign,938,2017-09-09 16:31:39.918519+00:00,673
2152,212453,10635,campaign,938,2017-09-09 16:31:41.485995+00:00,673
2120,212506,10215,campaign,938,2017-09-09 16:32:03.873677+00:00,673
2117,212511,10200,campaign,938,2017-09-09 16:32:32.718105+00:00,673
2154,212449,10650,campaign,938,2017-09-09 16:34:08.042014+00:00,673
2065,212614,9736,campaign,938,2017-09-09 16:34:44.875256+00:00,673
2178,212412,10937,event_subscription,9572,2017-09-09 16:34:59.873192+00:00,673
2158,212445,10670,campaign,938,2017-09-09 16:36:04.423498+00:00,673
2162,212440,10695,campaign,938,2017-09-09 16:37:08.405588+00:00,673
2123,212501,10244,campaign,938,2017-09-09 16:37:21.792562+00:00,673
2172,212421,10947,campaign,938,2017-09-09 16:41:10.885924+00:00,673
2109,212527,10156,campaign,938,2017-09-09 16:44:26.856743+00:00,673
2099,212548,10088,campaign,938,2017-09-09 16:48:33.529467+00:00,673
2149,212457,10592,campaign,938,2017-09-09 16:48:44.675316+00:00,673
2167,212432,10772,campaign,938,2017-09-09 16:52:21.321217+00:00,673
2071,212601,9782,campaign,938,2017-09-09 16:53:41.198447+00:00,673
2160,212442,10681,campaign,938,2017-09-09 16:58:35.826880+00:00,673
2135,212477,10509,campaign,938,2017-09-09 17:00:45.847454+00:00,673
2112,212524,10164,campaign,938,2017-09-09 17:18:31.828373+00:00,673
2107,212531,10143,campaign,938,2017-09-09 17:24:18.804269+00:00,673
2171,212425,10917,campaign,938,2017-09-09 17:28:56.490636+00:00,673
2129,212489,10408,campaign,938,2017-09-09 17:30:32.305632+00:00,673
2140,212471,10547,campaign,938,2017-09-09 17:31:42.902944+00:00,673
2080,212580,9935,campaign,938,2017-09-09 17:47:32.950164+00:00,673
2064,212615,9734,campaign,938,2017-09-09 17:53:27.249462+00:00,673
2058,212631,10969,event_subscription,9584,2017-09-09 17:57:11.070868+00:00,673
2105,212534,10137,campaign,938,2017-09-09 18:09:38.888432+00:00,673
2082,212577,9954,campaign,938,2017-09-09 18:11:04.234979+00:00,673
2101,212546,10099,campaign,938,2017-09-09 18:15:36.466295+00:00,673
2116,212513,10192,campaign,938,2017-09-09 18:27:44.393130+00:00,673
2074,212595,9812,campaign,938,2017-09-09 18:34:52.622730+00:00,673
2132,212486,10430,campaign,938,2017-09-09 18:37:29.099739+00:00,673
2165,212437,10722,campaign,938,2017-09-09 18:48:21.880676+00:00,673
2062,212620,9724,campaign,938,2017-09-09 18:49:43.351107+00:00,673
2089,212564,10013,campaign,938,2017-09-09 18:57:42.591081+00:00,673
2163,212439,10696,campaign,938,2017-09-09 19:13:07.501232+00:00,673
2103,212537,10133,campaign,938,2017-09-09 19:28:21.491221+00:00,673
2075,212594,9838,campaign,938,2017-09-09 19:31:25.503338+00:00,673
2054,212641,10584,event_subscription,9461,2017-09-09 19:31:58.374214+00:00,673
2136,212476,10510,campaign,938,2017-09-09 19:34:53.838230+00:00,673
2055,212640,11025,event_subscription,9621,2017-09-09 19:37:10.587057+00:00,673
2079,212584,9921,campaign,938,2017-09-09 20:23:05.620057+00:00,673
2094,212557,10048,campaign,938,2017-09-09 21:01:02.950646+00:00,673
2053,212649,11025,event_subscription,9622,2017-09-09 21:17:10.269733+00:00,673
2059,212629,10557,event_subscription,9434,2017-09-09 21:26:08.970215+00:00,673
2057,212633,10591,event_subscription,9449,2017-09-09 21:35:34.027367+00:00,673
2147,212460,10587,campaign,938,2017-09-09 21:50:40.119340+00:00,673
2069,212604,9766,campaign,938,2017-09-09 22:17:23.014108+00:00,673
2153,212451,10640,campaign,938,2017-09-09 22:51:34.302237+00:00,673
2133,212483,10453,campaign,938,2017-09-09 23:17:53.255280+00:00,673
2076,212590,9870,campaign,938,2017-09-09 23:26:50.942109+00:00,673
2146,212461,10586,campaign,938,2017-09-09 23:33:39.520316+00:00,673
2100,212547,10089,campaign,938,2017-09-10 01:40:04.199506+00:00,673
2183,204627,10182,event_subscription,9296,2017-09-10 01:51:05.207775+00:00,673
2098,212550,10075,campaign,938,2017-09-10 02:19:19.203410+00:00,673
2067,212611,9740,campaign,938,2017-09-10 02:52:46.869433+00:00,673
2125,212496,10288,campaign,938,2017-09-10 03:09:10.250409+00:00,673
2155,212448,10659,campaign,938,2017-09-10 03:18:13.891112+00:00,673
2110,212526,10158,campaign,938,2017-09-10 03:43:11.020296+00:00,673
12875,212723,11129,event_subscription,9670,2017-09-10 04:23:55.109902+00:00,673
12874,212729,11129,event_subscription,9671,2017-09-10 06:40:53.895097+00:00,673
2056,212636,10992,event_subscription,9604,2017-09-10 08:12:47.119729+00:00,673
2131,212487,10427,campaign,938,2017-09-10 11:45:47.867287+00:00,673
2092,212559,10043,campaign,938,2017-09-10 12:03:26.897914+00:00,673
2156,212447,10665,campaign,938,2017-09-10 13:52:47.133207+00:00,673
12871,218029,10944,event_subscription,9579,2017-09-10 14:05:51.902644+00:00,673
12870,218039,11359,event_subscription,9763,2017-09-10 15:25:57.493888+00:00,673
12869,218040,10969,event_subscription,9585,2017-09-10 15:58:12.737426+00:00,673
12868,218059,11359,event_subscription,9764,2017-09-10 17:06:33.508302+00:00,673
12867,218072,11424,event_subscription,9802,2017-09-10 18:52:01.754567+00:00,673
12866,218073,11425,event_subscription,9805,2017-09-10 18:54:03.072494+00:00,673
12865,218074,11025,event_subscription,9623,2017-09-10 19:17:11.929872+00:00,673
12864,218079,11446,event_subscription,9818,2017-09-10 20:26:27.835653+00:00,673
12863,218081,11425,event_subscription,9806,2017-09-10 20:34:01.703698+00:00,673
12873,218009,10430,event_subscription,9379,2017-09-10 20:43:41.141526+00:00,673
12862,218083,11453,event_subscription,9824,2017-09-10 21:21:28.410564+00:00,673
12860,218086,11436,campaign,945,2017-09-10 21:23:48.784273+00:00,673
12859,218089,11425,campaign,945,2017-09-10 21:23:49.004221+00:00,673
12854,218096,11387,campaign,945,2017-09-10 21:23:49.013227+00:00,673
12861,218084,11453,campaign,945,2017-09-10 21:23:49.231243+00:00,673
12856,218093,11404,campaign,945,2017-09-10 21:23:50.442359+00:00,673
12857,218092,11415,campaign,945,2017-09-10 21:23:50.635396+00:00,673
12833,218126,11027,campaign,945,2017-09-10 21:23:53.022713+00:00,673
12819,218152,10733,campaign,945,2017-09-10 21:23:53.575498+00:00,673
12829,218130,11019,campaign,945,2017-09-10 21:23:53.641879+00:00,673
12825,218140,10947,campaign,945,2017-09-10 21:23:53.756246+00:00,673
12850,218104,11211,campaign,945,2017-09-10 21:23:53.923020+00:00,673
12813,218162,10665,campaign,945,2017-09-10 21:23:54.282960+00:00,673
12835,218124,11043,campaign,945,2017-09-10 21:23:54.458438+00:00,673
12816,218157,10693,campaign,945,2017-09-10 21:23:54.556159+00:00,673
12838,218121,11048,campaign,945,2017-09-10 21:23:55.292755+00:00,673
12844,218114,11089,campaign,945,2017-09-10 21:23:55.767632+00:00,673
12811,218167,10635,campaign,945,2017-09-10 21:23:55.884704+00:00,673
12831,218128,11024,campaign,945,2017-09-10 21:23:56.216638+00:00,673
12822,218145,10915,campaign,945,2017-09-10 21:23:56.245305+00:00,673
12803,218178,10569,campaign,945,2017-09-10 21:23:56.478809+00:00,673
12814,218161,10666,campaign,945,2017-09-10 21:23:56.738599+00:00,673
12823,218144,10916,campaign,945,2017-09-10 21:23:56.820834+00:00,673
12790,218192,10483,campaign,945,2017-09-10 21:23:57.107706+00:00,673
12783,218205,10377,campaign,945,2017-09-10 21:23:57.259028+00:00,673
12836,218123,11046,campaign,945,2017-09-10 21:23:57.594633+00:00,673
12806,218174,10586,campaign,945,2017-09-10 21:23:57.814737+00:00,673
12785,218201,10408,campaign,945,2017-09-10 21:23:58.066830+00:00,673
12796,218186,10537,campaign,945,2017-09-10 21:23:58.090415+00:00,673
12773,218222,10181,campaign,945,2017-09-10 21:23:58.553001+00:00,673
12793,218189,10510,campaign,945,2017-09-10 21:23:58.824007+00:00,673
12767,218230,10156,campaign,945,2017-09-10 21:23:59.155224+00:00,673
12784,218204,10382,campaign,945,2017-09-10 21:23:59.169264+00:00,673
12762,218239,10133,campaign,945,2017-09-10 21:23:59.267073+00:00,673
12778,218212,10215,campaign,945,2017-09-10 21:23:59.338126+00:00,673
12828,218131,11007,campaign,945,2017-09-10 21:23:59.485612+00:00,673
12766,218231,10155,campaign,945,2017-09-10 21:23:59.770388+00:00,673
12751,218257,10048,campaign,945,2017-09-10 21:24:00.486262+00:00,673
12748,218261,10034,campaign,945,2017-09-10 21:24:00.544703+00:00,673
12740,218271,9976,campaign,945,2017-09-10 21:24:00.583830+00:00,673
12765,218234,10141,campaign,945,2017-09-10 21:24:00.765242+00:00,673
12749,218260,10042,campaign,945,2017-09-10 21:24:00.777452+00:00,673
12717,218301,9732,campaign,945,2017-09-10 21:24:00.912363+00:00,673
12715,218304,9739,campaign,945,2017-09-10 21:24:00.958712+00:00,673
12712,218308,9733,campaign,945,2017-09-10 21:24:01.125254+00:00,673
12732,218281,9921,campaign,945,2017-09-10 21:24:01.215781+00:00,673
12742,218269,9986,campaign,945,2017-09-10 21:24:01.237157+00:00,673
12761,218244,10105,campaign,945,2017-09-10 21:24:01.317941+00:00,673
12753,218254,10055,campaign,945,2017-09-10 21:24:01.432140+00:00,673
12729,218284,9876,campaign,945,2017-09-10 21:24:01.525650+00:00,673
12721,218294,9770,campaign,945,2017-09-10 21:24:01.626138+00:00,673
12750,218258,10047,campaign,945,2017-09-10 21:24:01.725125+00:00,673
12853,218099,11368,campaign,945,2017-09-10 21:24:02.087028+00:00,673
12735,218277,9951,campaign,945,2017-09-10 21:24:02.328859+00:00,673
12777,218213,10212,campaign,945,2017-09-10 21:24:02.578306+00:00,673
12714,218306,9736,campaign,945,2017-09-10 21:24:02.730208+00:00,673
12730,218283,9906,campaign,945,2017-09-10 21:24:02.762360+00:00,673
12744,218266,10008,campaign,945,2017-09-10 21:24:02.777739+00:00,673
12718,218299,9755,campaign,945,2017-09-10 21:24:02.802587+00:00,673
12720,218296,9766,campaign,945,2017-09-10 21:24:02.931257+00:00,673
12728,218285,9870,campaign,945,2017-09-10 21:24:03.195968+00:00,673
12801,218181,10557,campaign,945,2017-09-10 21:24:03.259871+00:00,673
12723,218292,9783,campaign,945,2017-09-10 21:24:03.464894+00:00,673
12768,218229,10158,campaign,945,2017-09-10 21:24:04.350249+00:00,673
12709,218312,9723,campaign,945,2017-09-10 21:24:05.885891+00:00,673
12792,218190,10509,campaign,945,2017-09-10 21:24:05.908134+00:00,673
12805,218175,10584,campaign,945,2017-09-10 21:24:05.979043+00:00,673
12843,218115,11082,campaign,945,2017-09-10 21:24:06.684825+00:00,673
12739,218272,9974,campaign,945,2017-09-10 21:24:07.579460+00:00,673
12711,218310,9726,campaign,945,2017-09-10 21:24:07.953208+00:00,673
12841,218117,11072,campaign,945,2017-09-10 21:24:09.720750+00:00,673
12743,218268,9987,campaign,945,2017-09-10 21:24:10.371427+00:00,673
12772,218225,10168,campaign,945,2017-09-10 21:24:10.490361+00:00,673
12755,218252,10062,campaign,945,2017-09-10 21:24:12.739570+00:00,673
12737,218275,9957,campaign,945,2017-09-10 21:24:17.243408+00:00,673
12855,218094,11402,campaign,945,2017-09-10 21:24:17.758985+00:00,673
12858,218091,11423,campaign,945,2017-09-10 21:24:20.938138+00:00,673
12797,218185,10546,campaign,945,2017-09-10 21:24:22.645621+00:00,673
12839,218120,11049,campaign,945,2017-09-10 21:25:25.526980+00:00,673
12837,218122,11047,campaign,945,2017-09-10 21:25:25.551071+00:00,673
12848,218107,11165,campaign,945,2017-09-10 21:25:28.936799+00:00,673
12808,218172,10591,campaign,945,2017-09-10 21:25:47.842475+00:00,673
12815,218159,10674,campaign,945,2017-09-10 21:26:51.699334+00:00,673
12779,218210,10229,campaign,945,2017-09-10 21:37:24.047624+00:00,673
12780,218209,10244,campaign,945,2017-09-10 21:38:10.104995+00:00,673
12830,218129,11022,campaign,945,2017-09-10 21:38:15.939955+00:00,673
12810,218170,10596,campaign,945,2017-09-10 21:39:18.586173+00:00,673
12763,218237,10135,campaign,945,2017-09-10 21:40:29.424082+00:00,673
12706,218325,11466,event_subscription,9830,2017-09-10 21:48:56.815289+00:00,673
12770,218227,10164,campaign,945,2017-09-10 21:50:00.112023+00:00,673
12764,218236,10137,campaign,945,2017-09-10 21:53:58.558357+00:00,673
12781,218208,10265,campaign,945,2017-09-10 21:55:18.165167+00:00,673
12705,218326,11469,event_subscription,9833,2017-09-10 22:02:21.888314+00:00,673
12710,218311,9724,campaign,945,2017-09-10 22:04:19.502024+00:00,673
12746,218264,10013,campaign,945,2017-09-10 22:08:27.934333+00:00,673
12704,218327,11470,event_subscription,9836,2017-09-10 22:08:58.836367+00:00,673
12842,218116,11075,campaign,945,2017-09-10 22:11:46.118168+00:00,673
12756,218251,10065,campaign,945,2017-09-10 22:13:43.029382+00:00,673
12818,218155,10696,campaign,945,2017-09-10 22:21:50.396706+00:00,673
12776,218217,10193,campaign,945,2017-09-10 22:28:07.582687+00:00,673
12787,218198,10430,campaign,945,2017-09-10 22:30:08.610072+00:00,673
12759,218247,10089,campaign,945,2017-09-10 22:46:14.815132+00:00,673
12769,218228,10162,campaign,945,2017-09-10 22:56:55.059928+00:00,673
12820,218149,10772,campaign,945,2017-09-10 23:04:30.670163+00:00,673
12851,218103,11309,campaign,945,2017-09-10 23:09:20.565097+00:00,673
12809,218171,10592,campaign,945,2017-09-10 23:10:25.121870+00:00,673
12702,218334,11466,event_subscription,9831,2017-09-10 23:28:56.932288+00:00,673
12726,218288,9838,campaign,945,2017-09-10 23:35:31.704404+00:00,673
12701,218336,11469,event_subscription,9834,2017-09-10 23:42:22.406689+00:00,673
12736,218276,9954,campaign,945,2017-09-10 23:59:33.416053+00:00,673
12754,218253,10058,campaign,945,2017-09-11 00:08:30.296858+00:00,673
12752,218256,10052,campaign,945,2017-09-11 00:08:30.326470+00:00,673
12852,218100,11359,campaign,945,2017-09-11 00:10:15.572755+00:00,673
12700,218337,11470,event_subscription,9837,2017-09-11 00:13:01.199339+00:00,673
12708,218313,9722,campaign,945,2017-09-11 00:32:48.724786+00:00,673
12798,218184,10547,campaign,945,2017-09-11 00:35:28.502893+00:00,673
12774,218221,10182,campaign,945,2017-09-11 00:39:54.926866+00:00,673
12775,218218,10192,campaign,945,2017-09-11 00:43:19.183106+00:00,673
912,218342,11513,event_subscription,9848,2017-09-11 01:14:48.287579+00:00,673
12716,218303,9740,campaign,945,2017-09-11 01:27:52.696879+00:00,673
12724,218291,9796,campaign,945,2017-09-11 01:29:52.282347+00:00,673
12734,218278,9947,campaign,945,2017-09-11 01:35:38.368567+00:00,673
12812,218163,10659,campaign,945,2017-09-11 01:38:17.093079+00:00,673
12807,218173,10587,campaign,945,2017-09-11 01:58:11.561398+00:00,673
910,218345,11532,event_subscription,9857,2017-09-11 02:02:23.876747+00:00,673
911,218344,11534,event_subscription,9854,2017-09-11 02:06:52.921250+00:00,673
12757,218250,10075,campaign,945,2017-09-11 02:39:18.706572+00:00,673
12722,218293,9782,campaign,945,2017-09-11 03:16:26.834766+00:00,673
12782,218207,10288,campaign,945,2017-09-11 03:19:30.701580+00:00,673
12713,218307,9734,campaign,945,2017-09-11 03:28:55.578713+00:00,673
909,218349,11532,event_subscription,9858,2017-09-11 03:42:24.706865+00:00,673
12802,218179,10566,campaign,945,2017-09-11 04:18:06.058753+00:00,673
12832,218127,11025,campaign,945,2017-09-11 04:41:38.133473+00:00,673
12745,218265,10010,campaign,945,2017-09-11 04:42:30.200891+00:00,673
12847,218109,11128,campaign,945,2017-09-11 04:48:17.291980+00:00,673
12725,218289,9812,campaign,945,2017-09-11 05:20:42.136720+00:00,673
12719,218297,9762,campaign,945,2017-09-11 05:36:54.098077+00:00,673
12731,218282,9908,campaign,945,2017-09-11 05:59:38.570238+00:00,673
12826,218136,10992,campaign,945,2017-09-11 07:35:00.275824+00:00,673
12794,218188,10512,campaign,945,2017-09-11 07:56:59.216561+00:00,673
12727,218287,9844,campaign,945,2017-09-11 08:06:53.187537+00:00,673
12834,218125,11041,campaign,945,2017-09-11 08:16:22.489273+00:00,673
12840,218118,11066,campaign,945,2017-09-11 09:03:56.955391+00:00,673
12827,218132,11005,campaign,945,2017-09-11 09:11:23.658007+00:00,673
12760,218246,10099,campaign,945,2017-09-11 10:06:40.983034+00:00,673
12738,218274,9970,campaign,945,2017-09-11 11:01:24.418611+00:00,673
12707,218314,9716,campaign,945,2017-09-11 11:07:51.581737+00:00,673
12786,218199,10427,campaign,945,2017-09-11 11:20:42.782817+00:00,673
12733,218279,9935,campaign,945,2017-09-11 11:56:15.402043+00:00,673
12845,218113,11093,campaign,945,2017-09-11 11:59:01.958664+00:00,673
12872,218025,10937,event_subscription,9573,2017-09-11 12:09:02.429004+00:00,673
12824,218143,10917,campaign,945,2017-09-11 12:26:23.855342+00:00,673
12817,218156,10695,campaign,945,2017-09-11 13:27:53.599609+00:00,673
12800,218182,10552,campaign,945,2017-09-11 13:50:19.137416+00:00,673
12791,218191,10505,campaign,945,2017-09-11 14:11:59.221508+00:00,673
12795,218187,10515,campaign,945,2017-09-11 14:14:41.044759+00:00,673
12771,218226,10165,campaign,945,2017-09-11 14:29:35.416301+00:00,673
12846,218111,11115,campaign,945,2017-09-11 14:44:06.900936+00:00,673
12741,218270,9982,campaign,945,2017-09-11 14:48:33.840881+00:00,673
12789,218195,10464,campaign,945,2017-09-11 14:54:06.845786+00:00,673
12747,218262,10030,campaign,945,2017-09-11 15:20:57.366772+00:00,673
12821,218146,10907,campaign,945,2017-09-11 15:57:00.829306+00:00,673
12849,218105,11195,campaign,945,2017-09-11 16:05:47.539611+00:00,673
907,231823,11781,event_subscription,9980,2017-09-11 17:03:50.340272+00:00,673
12804,218176,10576,campaign,945,2017-09-11 17:33:00.716905+00:00,673
12758,218248,10088,campaign,945,2017-09-11 18:05:16.851237+00:00,673
12703,218332,11453,event_subscription,9825,2017-09-11 18:08:27.071717+00:00,673
905,231940,11425,event_subscription,9807,2017-09-11 18:34:03.026314+00:00,673
906,231939,11781,event_subscription,9981,2017-09-11 18:38:59.949430+00:00,673
903,231945,11831,event_subscription,10004,2017-09-11 18:50:25.672681+00:00,673
904,231944,11795,event_subscription,10001,2017-09-11 18:52:29.866820+00:00,673
12788,218196,10453,campaign,945,2017-09-11 18:59:59.290065+00:00,673
12799,218183,10550,campaign,945,2017-09-11 20:21:36.630179+00:00,673
902,231955,11854,event_subscription,10022,2017-09-11 20:23:36.336334+00:00,673
901,231958,11453,event_subscription,9826,2017-09-11 21:01:26.676384+00:00,673
908,231808,11359,event_subscription,9765,2017-09-11 21:14:19.706544+00:00,673
899,231964,11854,event_subscription,10023,2017-09-11 22:03:37.197213+00:00,673
1421,231980,11513,event_subscription,9850,2017-09-12 00:44:00.798550+00:00,673
